modified_id,keyword,cluster
2145,bottled thanks alice hazy golden pour,appearance
2145,quite soft really harsh like geuzes,taste
2145,easy drink well balanced geuze,style
2145,nice soft geuze aroma,aroma
2145,medium frothy white head,appearance
2194,perhaps large maltiness took away nice sour notes tad,taste
2194,let take away fact really nice beer,taste
2194,taste big caramel maltiness mouth flavor thankfully,taste
2194,aroma sour cherry lactic thickness detected,ingredients
2194,pours muddy reddish brown minimal head,appearance
4475,pours light golden sticky white head,appearance
4475,wam bam face hops,ingredients
4475,flavor damn blanced smooth,taste
4475,floral notes throughout,ingredients
4475,caramel come mind,ingredients
8729,except large white head sticks around instead fizzing immediately,appearance
8729,taste pretty clean refreshing,taste
8729,like beer pretty good,taste
8729,aromas noble type hops,ingredients
8729,pours budweiser heavy,taste
9319,vibrantly classic deep auburn body flashing amber highlights beneath ``,appearance
9319,amplified fruit tartness flood palate lightly drying slick body,taste
9319,sweet tart light candy bringing life deserted barn,taste
9319,light khaki head decorating vessel dominant angled peninsulas,appearance
9319,lazy sour sweet fog illuminated sunny rays cherry,ingredients
5613,glad aged still hugely smokey id imagine harsher would borderline unpleasant tasting,style
5613,pours jet black one finger head,appearance
5613,kind beats head flavor need,taste
5613,tastes super amounts smoky bacon,style
5613,nose delicious frying pan bacon,style
7090,pours clear golden orange sticky smooth white head,appearance
7090,long lasting hoppy notes warming alcohol,ingredients
7090,malty hoppy notes exotic fruits,ingredients
7090,super ipa tasting trade,style
7090,malty oily notes honey,taste
7468,flavour nice pleasing hop flavour slightly richer malt body adds support rather getting way hops,ingredients
7468,ironic finally find one new ipas lickbow could actually drink ton single bottle,style
7468,pours otherwise clear goldish orage loads floating hoppy bits,appearance
7468,amidst abundance ipas released likbo late,style
7468,pine upfront otherwise kind british character,aroma
2629,fresh berry seeds right back nose,taste
2629,finished sharp seeds touch lemon zest,taste
2629,light pale biscuity malt supported,taste
2629,tacky strawberry seeds throughout,taste
2629,enjoy way moved mouth,taste
4348,palate light medium bodied textured clean refreshing finish,palate
4348,taste bit citrus zing finish,taste
4348,pours light amber decent head,appearance
4348,nose little bit fruit salad,aroma
4348,nice balanced pale ale,style
5525,hazy orange nice head,appearance
5525,hoppy hop hop bitter,ingredients
5525,great imperial ipa,style
5525,fresh citrus aroma,aroma
5525,bitter creamy,taste
9845,red foamy bone head settles wisps film top beer,appearance
9845,good beer nice fruity presence makes super drinkable,taste
9845,foamy streaks lace form around glass drink,appearance
9845,taste much slightly sour fruit flavors finish,taste
9845,beer good level carbonation crisp mouthfeel,carbonation
4567,lightly hazy copper orange medium beige head,appearance
4567,nose lightly smoked bacon,style
4567,toffee golden raisins,ingredients
4567,regular og better,style
4567,bomber bevmo salinas,taste
6297,pours clear yellow appearance bubbly white head,appearance
6297,home picked supermarket fort collins,taste
6297,good fucken bud heavy,taste
6297,fairly high carbonation,carbonation
6297,dull herbal hoppy,ingredients
2582,extremely well balanced finishes slightly dry bitter,finish
2582,taste almost roasted malts bitter hops,ingredients
2582,aroma mostly roasted malts leather,style
2582,wish would make often,taste
2582,one favs funky buddha,place_of_service
6047,dark brown withe red notes,appearance
6047,dry bitter taste,taste
6047,notes coffee,ingredients
6047,offwhite head,taste
6047,malty nose,aroma
8541,flavor ton yeast front end sweet finish,ingredients
8541,pours clear gold really thin head,appearance
8541,aroma little bit spices sweetness,aroma
8541,really nothing good say,style
8541,oz bottle mix pack,packaging
974,medium body somewhat dry finish,taste
974,bottle ml de klomp tasting,packaging
974,white head lacing curtains,appearance
974,medical `` stuff '',taste
974,dark black colored beer,appearance
2586,little worried like lime taste much figured cilantro could easily overpower,ingredients
2586,hint cilantro enough get idea lime enough tart slightly,ingredients
2586,poured amber color thin head,appearance
2586,herbed beer medium mouth carbonation,carbonation
2586,aroma pretty much name,aroma
5826,great balance barrel aged strong ale,style
5826,dark black finger frothy khaki,appearance
5826,smooth sweet warming finish,finish
5826,full bodied mild carbonation,carbonation
5826,sweet caramel chocolate malts,taste
6160,pours pitch black color minimal head sides,appearance
6160,faint vanilla toasty caramel malts,ingredients
6160,mild whisky notes also,taste
6160,bit thin though,taste
6160,roasted malts,style
8646,tasted weird expected,taste
8646,dark brown pour,appearance
8646,brown head,appearance
8646,tap huna,place_of_service
8646,much whiskey,style
3841,right combination pretty much drink pair great food,taste
3841,love taste beer,taste
2287,orange grapefruit comes middle little oil bitter goes resinous,taste
2287,one weird thing warmed took oniony garlic like taste,taste
2287,thin head soapy foam fell fast really gorgeous lace,appearance
2287,pours clear copper little orangey hue,appearance
2287,left ring thin skin never faded,appearance
7003,rated via beer buddy iphone,taste
7003,definately taste citrus overpowering,taste
7003,tap,place_of_service
8542,amber color white head,appearance
8542,flavor strong yeast,ingredients
8542,aroma light bubblegum,taste
8542,pours light,appearance
8542,citrus hops,ingredients
9453,clear dark woodsy amber small foamy white head,appearance
9453,nose peaty darkly sweet bit char raisin,taste
9453,gentle earthy peat dark earthy sweetness,taste
9453,flavor little boozy woodsy,taste
9453,touch raisin,taste
1920,mouthfeel fairly light silky style,taste
1920,equally good beers dollars less,taste
1920,big floral hop punch,ingredients
1920,good food beer,taste
1920,finger light tan,appearance
2598,toast even mild chocolate provides balance battles back sure aggressive hop addition,ingredients
2598,malts smooth palate washes without biting bitterness finish,taste
2598,however beers like classified american strongs site,taste
2598,clear bronze beer small head,appearance
2598,lot pine citrus aroma,aroma
1720,typical f funk slightly noticeable bit adding fruit bomb impression nose gives,aroma
1720,slight transparancy high dark violet hue,appearance
1720,says leaflet great appetiser would agree,taste
1720,called `` half en half '',taste
1720,next round slighly funk texture,taste
9320,aroma sour cherries funky yeast,ingredients
9320,pours cola white head,appearance
9320,stabbing sour retreats claw,finish
9320,like cats claws,taste
9320,bottle wegmans sterling,packaging
6127,biscuit caramel malt grassy hop bitternss accents,ingredients
6127,golden amber three finger white head,appearance
6127,flavor less intense aroma,taste
6127,lingering caramel sweetness,ingredients
6127,pleasant aromas clove,taste
8711,pour hazy yellow large white head,appearance
8711,wheaty flavor little sweetness toward end,ingredients
8711,aroma wheat malt much else,taste
8711,boring wheat ale,style
8711,flavor,taste
5801,much complex different complex flavors similar bitter finish,taste
5801,although beer much bitter end,taste
5801,goes lite bitter coffee finish,ingredients
5801,one best smelling beers ever,taste
5801,taste complex goes quickly,finish
6152,pale gold color bottle huge foamy white head,appearance
6152,something green finish gets way,taste
6152,initial taste sweet honey orange,taste
6152,coarse bread bitter orange peel,taste
6152,alcohol starts come warms,alcohol
7018,rated via beer buddy iphone,taste
7018,pours amber orange head,appearance
7018,like ba belgian red,style
7018,aroma malt cherries,ingredients
7018,sour cherries bourbon,taste
7803,done instead created tasty pale ale extremely well,style
7803,huge apa ipa fan reason prefer new glarus,style
7803,softly pungent fruity hop aroma consisting pineapple,ingredients
7803,pours clear golden yellow three fingers fluffy,appearance
7803,really enjoyable brew solid take style,style
4244,flavor much sweet caramel chocolate notes,ingredients
4244,wide tan head,appearance
4244,bit cloying side,taste
4244,good carbonation level,carbonation
4244,good lacing,appearance
4812,taste drops end might think homebrew,ingredients
4812,pours deep black tan head,appearance
4812,scotch water caramel forward,taste
4812,scotch chocolate vanilla,taste
4812,taste chocolate,ingredients
6154,hazy gold color fluffy white head,appearance
6154,texture highly carbonated creamy,carbonation
6154,flavor perfect balance fruits,taste
6154,poured cl bottle,packaging
6154,maybe oranges peaches,taste
6754,could see samuel adams belgian session living name intended performance output,taste
6754,slight lemon orangepeel hint black pepper kind cracker starch component,taste
6754,foamy head mostly evaporates still leaves lacing glass,appearance
6754,brewery known making belgian style beers low abv,style
6754,flavor grows rather intense apex banana orange flesh,ingredients
2630,berries dominant aroma department maybe hint cereal grains,taste
2630,hints toasted grains thinned candy,ingredients
2630,sweet malt notes hints candy,ingredients
2630,strong berry notes nose,taste
2630,like artificial sweetness level,taste
5054,carful `` stone '' make unbearable bitter,finish
5054,beer dry hopp hell like,ingredients
5054,way completely crush sean,style
5054,draft anny party,taste
5054,correctly done,style
8843,clear mahogany mostly lasting,appearance
8843,light sweet maltiness,taste
8843,light bodied crisp,taste
8843,white head,taste
8843,vanilla flavor,style
9201,sharp booziness thrown,taste
9201,rather liked beer,taste
9201,pours cloudy brown,appearance
9201,nose comes dates,aroma
9201,warming well,taste
1627,aroma faint stout chocolate coffee mainly showing,ingredients
1627,black appearance standard perfect beige head,appearance
1627,overall great totally suck anything,style
1627,flavor bit sweet chocolate,ingredients
1627,place sour element finish,finish
6939,tons tropical fruits topped belgian yeast,ingredients
6939,strong tropical fruit aroma mango,taste
6939,never tried feijoa know smell,taste
6939,bubbly brownish copper large foam,appearance
6939,fruity tripel pleasantly dry finish,taste
7380,probably one favorite fruit beers far,taste
7380,creamy looking head lingers little bit,appearance
7380,flavors linger little bit,finish
7380,reminds doughnuts one time,taste
7380,ml bottle pint glass,packaging
8789,mild grain corn touch backing bread mild residual sweetness,ingredients
8789,handys blues hall memphis,place_of_service
8789,tap mr,place_of_service
8789,actually terrible,style
1511,try see missed first time around,style
1511,nice bitter got weird dankness well,finish
1511,would great next would little,taste
1511,last four varieties torn,taste
1511,one sip beer,taste
6534,also first microbrew ever tried,taste
6534,beautiful cloudy wheat beer,style
6534,favorite summer beer,season
6534,everyone knows beer,taste
6534,ill always fond,taste
1266,flavors roated malt nd cocoa smooth dry lingering roasty finish,ingredients
1266,bomber poured clear dark reddish brown lasting tan head,appearance
1266,palate medium bodied smooth dry finish,palate
1266,light licorice hint fruittiness,taste
1266,aromas roasted malt,style
1903,rated via beer buddy iphone,taste
1903,nice summer afternoon beer,season
1903,fruitiness carries beer flavor,taste
1903,shabby nice spring day,season
1903,poured cloudy little head,appearance
5183,pours opaque dark brown fluffy,appearance
5183,taste much pumpkin spice pumpkin,taste
5183,thin beige head,appearance
5183,considering promise style,style
5183,chewy mouth feel,taste
8507,pours clear copper body small white head,appearance
8507,light butter,taste
8507,flavor grain,ingredients
8507,aroma grain,ingredients
8507,toffee,ingredients
2122,pours clear golden medium white head,appearance
2122,rated via beer buddy iphone,taste
2122,bitter citric finish,finish
2122,fruit grassy,taste
2122,flavor citrus,taste
6934,near black body two inches firm,taste
6934,get little hints roasted grain,style
6934,hidden beneath cap dense foam,appearance
6934,mouth choked foam wrought nitro,appearance
6934,meager whispers roasted malt,style
7911,pours cola brown white head,appearance
7911,flavors grass sweet malt finish,taste
7911,oz bottle shared vir,packaging
7911,malty aroma,ingredients
9415,probably leinenkugels worst beer,taste
9415,pale clear gold,appearance
9415,lots lots head,appearance
9415,smells hay spices,taste
9415,taste hay,taste
5274,pours hazed faintly murky ruby garnet amber medium sized white head deflates quickly,appearance
5274,bottle nameless place shall remain nameless max,taste
5274,smells like straight raspberry jam funk behind,taste
5274,rather funky lingering light acid,finish
5274,cheesy raspberry jam,taste
5681,falls nicely back beer poured,taste
5681,delicious offering one favorite breweries,taste
5681,strongly bitter dominant coffee flavors,ingredients
5681,mostly chocolate coffee,ingredients
5681,deep brown color,appearance
911,spruce aromas moderation greet nose,aroma
911,deepens color adds depth aroma,taste
911,brown ale aspect nice twist,style
911,enjoyable unique ale,style
911,taste little subtle,taste
5799,good aroma malt strong hints carmel,taste
5799,taste sweet malt figs,taste
5799,low complexity interesting,taste
5799,hops barely noticeable,ingredients
5799,dark brown pour,appearance
9398,dark chocolate caramelized sugar,taste
9398,long smooth finish,taste
9398,kickbacks rbwg jax,taste
9398,finishes distinct bitterness,finish
9398,almost black pour,appearance
2182,tastes like really grassy hefe,ingredients
2182,smells like grassy hefe,taste
2182,grassy bit minerally,ingredients
2182,small white head,appearance
2182,quite bitter aftertaste,finish
6383,well balanced hop malt characters provide drinkable brown ale,ingredients
6383,slight tastes chocolate caramel finished nice hop flavour,ingredients
6383,call best brown ale reason,style
6383,pours brown small head,appearance
6383,diminishing,style
8095,think could smell hint apricots nice hops aroma,ingredients
8095,nice amber pour white frothy head,appearance
8095,nice taste bitter,finish
8493,slightly hazy golden small white head,appearance
8493,straw medium bitter,finish
8493,grass little citrus,aroma
8493,little citrus,taste
8493,little sweet,taste
8329,flavor bold prominent sweet caramel notes,ingredients
8329,strong fruit presence reminiscent apricots,taste
8329,bubble gum aroma hint molasses,taste
8329,finish sweet dates molasses,taste
8329,white colored head,taste
1753,palate lighter side medium bodied bit lighter carbonation,carbonation
1753,brown good amount head dissipates quickly visible carbonation,appearance
1753,taste slightly sweet first,taste
1753,pours light orange,appearance
1753,large bottle lcbo,packaging
1884,id walk across blazing sahara desert good ipa,style
1884,one aspect balance stands balance nose palate,taste
1884,beer magnificently hopped perfect balance wet dry,taste
1884,much used taunt wine loving friends,packaging
1884,essence oak '' typical sophomoric jeer,taste
1879,taste malt chocolate slight dry finish,ingredients
1879,nose mild sweet malt hint chocolate,taste
1879,rated via beer buddy iphone,taste
1879,small frothy head,appearance
1879,bottle,taste
7127,lots date sweetness top smooth brown chocolate tones,ingredients
7127,`` regular '' quad would probably preferable,style
7127,additives really bonus end day,taste
7127,really easy drink abv,style
7127,oz bomber courtesy anndiesel,taste
4569,pours hazy copper amber big beige head,appearance
4569,thin caramel biscuity malt backbone,taste
4569,loads bitter piney hops,ingredients
4569,hold candle regular one,taste
4569,aroma mild smoked malt,style
7092,taste follows nice malty backbone,taste
7092,oz bottle shared steve,packaging
7092,see people love,taste
7092,smooth tasty,taste
7092,nose citrus,aroma
7098,flavor sweet bitterness back end,finish
7098,amber color nose caramel malt,aroma
7098,enjoyed playing golf,season
7098,better expecting sure,style
7098,follows nose,taste
7526,piney hop resin coats palate continues invade senses well finish,taste
7526,overwhelming hop sourness dominates big malt one expects experience barleywine,ingredients
7526,pours clear copper color foamy taupe head,appearance
7526,taupe suds lace glass beer consumed,appearance
7526,orange grapefruit citrus bouquet notes toffee,aroma
916,mouthfeel billowing fluffy flavor finishes rater bitter,finish
916,pours murky orange billowing white head,appearance
916,aroma citrus wheat,taste
916,canned today,taste
1390,overall pretty mediocre winter seasonal surprised silver city reputation brews year year instead brewing something new better,style
1390,pours reddish copper color thin white head leaves spotty lacing,appearance
1390,tastes things slightly hoppy bock,ingredients
1390,mouthfeel medium creamy good carbonation,carbonation
1390,smells roasted malt,style
2120,pours clear classic golden color short white head,appearance
2120,much head formed due carefully beer poured bartender,appearance
2120,enough rye beer set flavors aromas vibrant fashion,ingredients
2120,fresh grapefruit right front underlying cannabis,aroma
2120,bouquet might best beer ever,taste
7004,taste foolows sweet malt balanced lemons,taste
7004,pours yellow little head,appearance
7004,lemons,taste
7004,bottle,taste
7004,aroma,aroma
8889,pale clear fluffy white head nice patchy lacing,appearance
8889,light soft body crisp,taste
8889,flavor somewhat bland light,taste
8889,aroma light tropical fruit,taste
8889,light herbs sweetness,taste
8915,flavor rich caramel toffee nice hit hops surprised old ale,ingredients
8915,dark brown small tan head,appearance
8915,aroma light caramel toffee,taste
8915,find quite pleasant,taste
8915,little thinner,taste
5517,lots interesting flavors blunt palate floored confused,finish
5517,smells vaguely honey,ingredients
5517,reddish ruby edges,appearance
5517,pours hazy copper,appearance
5517,interesting looking,style
8794,smooth lager emblazoned flavor style merits,taste
8794,nutty finish fleeting grapefruit notes,taste
8794,good session brew,style
8794,soft mouthfeel,taste
8794,batch flavorful,taste
3250,light taste calories,taste
3250,helps keep figure,taste
3250,love beer,taste
1639,quite bit fizz palate sour kick tongue,palate
1639,notes deep fruity red wine,taste
1639,taste dark tart cherries,ingredients
1639,aroma sour cherries,ingredients
1639,sour also sweet,finish
5886,reminiscent fruity batches fantme saison,ingredients
5886,fruity tart bit body,taste
5886,really exceptional super smooth,taste
5886,amazing beer absolutely stunned,taste
5886,hazy light peach color,appearance
1270,backed light hopping nutty finish pull,ingredients
1270,`` watery '' overtly complex,taste
1270,light head leaves soapy lacing,appearance
1270,nose bit nutty light dough,taste
1270,mouthfeel light semi,taste
2093,solid hop bitterness tempered malt give earthy flavor little different,ingredients
2093,pours clear gold small white head excellent lacing,appearance
2093,sticky body good carbonation,carbonation
2093,scents pine earth,aroma
2093,herbal touches grass,ingredients
7179,truly excited finally opportunity sample one,taste
7179,pours clear copper head,appearance
7179,looks like bourbon,style
7179,one kind,style
7179,sticky finish,taste
8533,sam adams often offers pleasant surprise every brew something never,taste
8533,little white rye included summer variety pack,taste
8533,though hardly summer beer offensive flavor,season
8533,surprised available spring variety pack,taste
8533,try founders reds rye,style
1233,going search another one,style
1233,smells like candy,aroma
1233,poured ounce bottle,packaging
1233,surprises balance apple,style
1233,apple jolly rancher,taste
4607,hazed reddish dark amber thick frothy mocha head,appearance
4607,nice sweet caramel malt fruity notes,ingredients
4607,sour yet still good,finish
4607,sour malt cherries,ingredients
4607,dark fruits,taste
6333,pours dark amber brown ivory head faded pretty quick,appearance
6333,similar flavor body sams chocolate bock,ingredients
6333,big fan overly sweet brews,taste
6333,saw spring sampler pack,taste
6333,means overly sweet,taste
8867,taste like triple almost fruit beer tartness,taste
8867,zesty fruit aroma,taste
8867,interesting fruit flavor,taste
8867,great amber color,appearance
8867,crisp feel,taste
939,bottle brother law got somehow,taste
939,pours dark amber,appearance
939,fairly yeasty,ingredients
939,banana flavor,ingredients
939,brown,appearance
4745,know stacks dubbels traditional style,taste
4745,imagine would make killer draft,taste
4745,effort sinuous vinuous,style
4745,dark malt character,taste
4745,tart dry,finish
9679,pours orange red color nice creamy tan head,appearance
9679,sweet hoppy taste heavy fruit strong complex malts,ingredients
9679,nose heavy fruit spice pleasant hoppiness,ingredients
9679,taste lingering fruit,taste
9679,sweetness raisins currants,taste
1384,wish would packed something better bag across country,taste
1384,nice sample beer id never find east coast,taste
1384,sampled cl bottle purchased pear delicatessen seattle,packaging
1384,pungent yeast flavour front definite belgie characteristic,ingredients
1384,aftertaste shows mainly malt flavours hint earth,taste
5773,color worried going end sweet hopped amber ale,style
5773,medium bitterness actually fades rather builds finish,finish
5773,pours clear reddish amber small,appearance
5773,hop oils coating tongue,ingredients
5773,white head nice lacing,appearance
6945,tripel flavor comes form nice malt bill belgian yeast,taste
6945,much ruit beer tripel,taste
6945,flavor tart vinous,taste
6945,gorgeous color,taste
7445,one indeed bring hops booze,ingredients
7445,like spinal tap would like,taste
7445,bottle pour,packaging
8897,could compete classic belgian examples,style
8897,smooth yeast malt tones,taste
8897,deep ruby red brown,appearance
8897,really well executed,style
8897,nice beige head,appearance
1101,natural apricot aftertaste,taste
1101,orange thin head,appearance
1101,thin bodied,taste
1101,slightly sweet,taste
1101,pours amber,appearance
5738,leaves loose splotches lace,appearance
5738,thin bit retains,taste
5738,sort crisp carbonation,carbonation
5738,poured weizen glass,packaging
5738,clear brown color,appearance
6691,ounce bottle poured dark brown color aromas roast,appearance
6691,decent beer overall,taste
6691,roast,style
6691,light cinnamon,taste
6691,flavors cocoa,ingredients
1886,amazing hop flavor palate wave hop intensity,ingredients
1886,dank lingers palate leaves wanting,palate
1886,bitter compared dipa,finish
1886,best dipa ever,taste
1886,dank aroma,aroma
5037,bit tame hops ipa quite drinkable huge attractive,style
5037,two half fingers head hazy,appearance
5037,orange sweetness finishes dry bitterness,taste
5037,aroma orange juice hay,aroma
5037,texture soft moderate carbonation,carbonation
5736,clear dark amber big ivory head good retention great lacing,appearance
5736,alcohol flavors tend detract otherwise good ipa,style
5736,detect grapefruit pineapple aroma pine little sweetness,aroma
5736,taste starts sweet grapefruit orange pith come,taste
5736,full somewhat silky mouthfeel moderate carbonation,carbonation
4262,sweet fruity flavour caramel dried fruits,taste
4262,sweet fruity aroma caramel dried fruits,taste
4262,red coloured small,appearance
4262,fruity finish,taste
4262,white head,taste
1147,flavor profile bitter front hops twisted due smoked malts,ingredients
1147,full dense carbonation rather chewy sticky,carbonation
1147,aroma smoky sweet lots smoked malt,taste
1147,lovely ruddy amber pour tall,appearance
1147,faint brown sugar dark fruit,taste
4415,flavor much lot bitter tasting hops coming,ingredients
4415,triple ipa really hoppy barleyine ask,style
4415,mahogany pour medium sized head lacing,appearance
4415,version lot balanced drinkable regular,carbonation
4415,medium full mouth,taste
7268,tastes like corn,taste
7268,draft irish festival,place_of_service
7268,much flavor,taste
7268,much aroma,aroma
7268,yeast,ingredients
6496,honey blossom taste wrapped firmly strong yet pleasant limey hop finish,ingredients
6496,compare hitachino nests pale ale brooklyns east ipa,taste
6496,razor thin head white foam fades seconds,appearance
6496,ml bottle bought citysuper harbour city,packaging
6496,clear light amber red colour dirt,appearance
5120,pours amber tiny white head,appearance
5120,taste strong marmalade orange sweetness,taste
5120,bit orange peel,taste
5120,sugary fruit candy,taste
5120,resinous hop bitterness,ingredients
6988,small head goes away fast,appearance
6988,interesting slight sparkly refreshing taste,taste
6988,first slight hazy cleared awhile,appearance
6988,weak finish tho aftertaste,finish
6988,pours copper clear,appearance
8792,aroma caramel toast malt earthy hops,ingredients
8792,flavor malt forward medium hops bitterness,ingredients
8792,clean lager character dry finish,taste
8792,pours clear dark brown medium,appearance
8792,medium retention good lacing,appearance
6507,rated via beer buddy iphone,taste
6507,pours orange small head,appearance
6507,lots rosemary first,taste
6507,flavor mixed hops,ingredients
6507,aroma tangy dry,taste
1689,almost like sticking nose raw barrel fermenting raspberries skins seeds everything,taste
1689,also mild woody dark chocolate note balances profile really well,ingredients
1689,smooth enough almost easier drink eat raspberries,style
1689,wonderful beer true shame difficult get regular,taste
1689,remarkable thing beer unbelievably drinkable,taste
8369,finely bubbled head delightful finish,appearance
8369,favoring rye whiskeys beers,style
8369,hued brew lasting,taste
8369,ill say,style
8369,fine amber,appearance
8899,hazy orange pour unfiltrted nice thin head great lace bright white,appearance
8899,definite fuzzy fruit soft biscuit notes,taste
8899,citrus pithy notes lotes orange,aroma
8899,big juicy citrus pith nose,aroma
8899,soft sweetness bright citrus,taste
1919,stemmed glass pours astonishingly amber bubbling body,appearance
1919,single ml bottle purchased exactly,packaging
1919,tastes lager yeasts,ingredients
1919,ends earthy bitter,finish
1919,citron melon seeds,taste
6304,slightly better bud light slightly alcohol,taste
6304,taste small step bud light,taste
6304,taste overall still watery lifeless,taste
6304,pours pale straw yellow,appearance
6304,little less corn,taste
6385,light bitter citrus peel presence take along bold pine hop presence light fruity ending,ingredients
6385,taste nice hoppy right bat slight floral taste touch citrus caramel early,ingredients
6385,decent hoppy fruity taste left settle taste buds,ingredients
6385,floral pine hops moldy yeast notes caramel,ingredients
6385,mouthfeel light body dry texture lively carbonation,carbonation
7111,dough bready malt shit ton sulfur perhaps light c hop notes,taste
7111,flavors sulfur dough bread soft c hops,ingredients
7111,lingering sulfur soft hop,ingredients
7111,golden pour thin head,appearance
8230,solid american strong good amount malted grain sweetness hearty dose hop spicing balance,ingredients
8230,toasted sweetness dose bitterness highlights beer,taste
8230,beermongers release event beer,place_of_service
8230,poured dark reddish,appearance
8230,white head,taste
8515,really taste `` plumy '' quads,ingredients
8515,carbonation pretty high prickly tongue,carbonation
8515,clear dark maroon color,appearance
8515,beer pretty boozy,taste
8515,lots alcohol finish,alcohol
8075,pours clear deep old gold medium white head great retention,appearance
8075,taste lightly sweet ends fairly bitter,finish
8075,aroma consists citrus powder drink,aroma
8075,fat tire signature taste,taste
8075,seem really straightforward simple,taste
8598,solid amber ale balanced feel easy go,style
8598,feel,style
9918,`` deep chocolate milk colored head sits top beer black light ever pass,appearance
9918,full sheet tan lace clings backside pint glass,appearance
9918,feel confident putting one away,price
9918,smooth drinking imperial stout,style
9918,bourbon like heat finish,style
2077,beer orange half inch white head,appearance
2077,beer presents nice flavors,taste
2077,malt pepper balanced hops,ingredients
2077,isopropyl alcohol scent flavor,alcohol
2077,aroma brings citrus,aroma
6634,yeast aroma bigger hop taste regular latitude,ingredients
6634,exactly back flips brew,style
6634,probably mosaic hops,ingredients
6634,also pleasant astringency,finish
6634,quite drinkable,style
7497,thing `` ruthless '' sister ruth tried first second times,style
7497,bottle pours clear copper color lasting,appearance
7497,body medium without much carbonation,carbonation
7497,taste somewhat bitter spice,finish
7497,white head lacing,appearance
9023,pours viscous black slight brown head quickly fades razor,appearance
9023,bottle suchy possibly best extra ever,packaging
9023,dry roasted oak super creamy,style
9023,light tan lacing,appearance
9023,taste big bourbon,style
9205,frothy tan head mostly diminishing good lacing,appearance
9205,bomber bottle poured cloudy cooper hue w,appearance
9205,big aromas sweet rum raisins chocolate,ingredients
9205,initial flavor moderate sweet w,taste
9205,boozy beer almost fault,taste
696,worth every penny restaurant local grocery store,price
696,visit local mexican restaurant beer alongside meal,taste
696,choosing mexican lager drink alongside enchiladas,taste
696,particularly draft form big,taste
696,far better swill corona,taste
5126,easily drunk clean sweet stout,style
5126,coffe combined vanilla milkshake,ingredients
5126,good clean flavours,taste
5126,light tan head,appearance
5126,body medium full,taste
9324,feels like hop grapefruit bite tongue,taste
9324,bready smell taste like previous bottle,ingredients
9324,grabs mouth bit last bottle,packaging
9324,warned beer going good expecting,taste
9324,good hop floral note nose,ingredients
2537,definitely `` peel bitter '',taste
2537,still blue moon,taste
2537,taste orange malt,taste
2537,scent strongly orange,aroma
2537,orange short,appearance
2362,malty slightly sour aroma hazy medium pale yellow body wispy white head,appearance
2362,alcohol nice bite also helps balance things without overwhelming even,alcohol
2362,light caramel malt bready wheat flavor dried fruit plum sweetness,taste
2362,light sourness dry earthiness helps balance sweetness make drinkable,finish
2362,finishes smooth clean lasting sourness wheat dryness,finish
6568,pours deep ruby brown color trace eggshell foam rings disappears quickly,appearance
6568,nice nutty almond notes mingle dark fruit underlying caramelized sugars,ingredients
6568,palate holds sweetness nose drier crisper expected,palate
6568,aromas dark plum,taste
6568,thanks jstax,taste
4391,pours clear golden body medium white head,appearance
4391,oz bottle,taste
4391,earth dry,taste
4391,bitter finish,finish
4391,aroma caramel,ingredients
1588,first day opened bottle philly ba tasting,packaging
1588,lacing head receded nice tight ring,appearance
1588,oak vanilla nice supporting bourbon component,style
1588,clean finish hints booze bitter chocolate,ingredients
1588,vanilla oak run smoothly undercurrent,taste
4360,yet doent bother beer,taste
4360,thnx ships split,taste
4360,smell old raspberrys,taste
4360,pink white foam,appearance
4360,pours pink,appearance
1442,salt brine gives nice complement chocolate malts,ingredients
1442,finished beer complex appeals palate,taste
1442,almost like little salted caramel,ingredients
1442,lots cereal lots chocolate,ingredients
1442,fairly dry nose,aroma
4375,heavy cloying sweetness,taste
4375,soft carbonation,carbonation
4375,minimal head,appearance
4375,long finish,style
4375,lightly bitter,finish
5844,moderate bitterness throughout lemon grapefruit dominating,taste
5844,taste letdown everything else great,taste
5844,soft texture moderate carbonation,carbonation
5844,goblet finger head clear,appearance
5844,aroma wonderful bright citrus,aroma
7293,flavor pleasantly sweet good vanilla,style
7293,dark brown pour tan head,appearance
7293,subtle tartness plum finish,taste
7293,sweet brown sugar,taste
7293,lots dark fruits,taste
7573,bad beer little disappointing porters go,taste
7573,translucent nice carbonation light lacing,appearance
7573,little malty trace vanilla,taste
7573,finger tan foam,appearance
7573,medium dark brown,appearance
1275,mellow dark malt rich caramel,taste
1275,opaque dark brown beer,appearance
1275,th buffalo trace aged,style
1275,palate light semi crisp,palate
1275,nice toffee caramel nose,aroma
1780,feel like many mixture flavours really loses heart selling point overall taste,taste
1780,would like save money buy something equally tasteful,price
1780,would consider worth money asking buy one bottles,packaging
1780,went drinking hand idea would strong bitterness,alcohol
1780,much better quality ale others market,style
1297,ml bottle taster rbwg grand tasting,packaging
1297,transparent caramel light beige lacing,appearance
1297,nice bourbon influence smooth mouthfeel,taste
1297,thanks whoever shared,taste
1297,tastes like smells,taste
2000,flavors roasty chocolate nutty malt smooth mild sweetness,taste
2000,nose nutty chocolate roast wet dog moss,aroma
2000,pours dark brown nice bubbly heads,appearance
2000,fuck yeah bad aged barrel,style
2000,light moss mineral,ingredients
6273,pours clear old golden quickly collapsing head leaving collar,appearance
6273,know different blue moon beer,taste
6273,sweet citrus fruit,taste
6273,kind subdued pleasing,taste
